id,comment_text,label
104,personal attacks deliberate misinterpretation of a persons statement by cutting out the part of the statement he tries to blunt the thrust of the sentence. he never addresses the issue of extreemist peace people not holding true to their ideals. ignoring the challenge he ignores the challenge that extreemists for peace tend to be quite insistent that everyone accept their ideals for the world and have even turned quite violent. witness chicago summer . paranoia he assumes that anyone who argues against his viewpoint must masturbate over guns'n'ammo. fire up the oven it isn't hot enough,0
105,i believe that there's a year period from time of death until a person can be on a commemorative stamp. it was broken once for lyndon johnson i think but other than that it has held for awhile. of course we can still start now the elvis stamp was petitioned for ages and things really moved once it got past the year anniversary of his death.,0
106,i wouldn't punish him with eternal torture if he didn't love me. but then im a decent chap. it seems your god isn't. i've looked and he wasn't. another promise broken. lying bastard how do you know what effort i have and have not given can anyone eaplain what he's just said here peter,0
107,this is the most unmitigated bilge i've seen in a while. jim brown obviously has possession of the rightwing token. in december former national security adviser zbigniew brzezinski told a senate committee that sanctions were costing iraq million per day and that the multinational coalition could take all the time in the world. iraq he suggested was losing badly every day it defied the un demands while the community of nations won every day with no taking of life or loss of life. fcnl washington newsletter. wrongful actions of murderers like leaders of the us government perhaps regrettable of course thewayitis certainly not. good heavens an escapee from rush limbot land conservative my ass. bullshit in the gulf massacre of all ordnance used was smart. the rest that's was just regular dumb ol' iron bombs and stuff. have you forgotten that the pentagon definition of a successful patriot launch was when the missile cleared the launching tube with no damage or that a successful interception of a scud was defined as the patriot and scud passed each other in the same area of the sky and of the that was the smart stuff hit. again try to follow me here that means of this smart arsenal missed. prove it. i have a source that says that to date the civilian death count er excuse me i mean collateral damage is about . s no one has attempted to calculate the costs of an execution in washington state but studies elsewhere suggest it costs far more than incarceration. california is spending more than million annually on capital cases and until this year hadn't executed anyone since . texas the national leader in the number of executions spends an estimated . million per execution. that compares to an average cost of incarceration in washington state of per maximumsecurity prisoner per year.,0
108,first i don't expect them to love me if they don't even know i exist. secondly i wouldn't expect them to love me simply because they were my creator. i would expect to have to earn that love. are you daft how do i love something i don't believe exists come back when you've learned to love your third testicle. at which point you have stepped over the line and become a complete asshole. even though it's your first offense i won't let it slip becuase i've heard it too goddamned many times. you love jesus because deep in your heart you're a cannibalistic necrophiliac. because i say so and i'm much more qualified to assess your motivations than you are. fortunately there are some things i get to accept on evidence rather than faith. one of them being that until christians like yourself quit being so fucking arrogant there will never be peace. you've all made sure of that. bob beauchaine bobbevice.ico.tek.com they said that queens could stay they blew the bronx away and sank manhattan out at sea.,0
109,then einstein should have had lunch with me at the tien fu on castro street yesterday when they handed me a fortune cookie that said he who has imagination but not knowledge has wings but no feet.,0
110,in a word yes.,0
111,sadly understandable... yes. to be fair you should really qualify this as semiticwestern religions but you basically go ahead and do this later on anyway. again this should really be evaluated at a personal level. for example there was only one jesus presumably and he probably didn't say all that many things and yet seemingly billions and billions of christian sects have arisen. perhaps there is one that is totally dedicated to rationalism and believes in christ as in pantheism. it would seem to go against the bible but it is amazing what people come up with under the guise of personal interpretation. this is a good point. we have here the quintessential christian he sets up a system of valuesbeliefs for himself which work very well and every eventexperience is understandable and deablable within the framework of this system. however we also have an individual who has the inability at least not without some difficulty to change which is important because the problem with such a system is the same as with any system one cannot be open minded to the point of testing hypotheses against the basic premise of the system without destroying whatever faith is invested therein unless of course all the tests fail. in other words the fairer way would be to test and evaluate moralities without the biasresponsibility of losingretaining a system. interesting but again when it seems to basically boil down to individual nuances although not always i will admit and probably it is the massoriented divisions which are the most appalling it becomes irrelevant unfortunately. granted in which case the people become the bullets and the religion as the gun merely offers them a way to more adequately do some harm with themselves if i may be so bold as to extend your similie also understandable... best regards,0
112,they are religious parodies not atheistic paradies. please substantiate that they are parodies and are outrageous. specifically why is the iup any more outrageous than many religions private note to jennifer fakult. this post may contain one or more of the following sarcasm cycnicism irony or humor. please be aware of this possibility and do not allow yourself to be confused andor thrown for a loop. if in doubt assume all of the above.,0
113,hello gang there have been some notes recently asking where to obtain the darwin fish. this is the same question i have and i have not seen an answer on the net. if anyone has a contact please post on the net or email me. thanks,0
114,proof positive that some people are beyond satire.,0
115,may i ask why they are afraid to do so speaking of proofs of god the funniest one i have ever seen was in a term paper handed in by a freshman. she wrote god must exist because he wouldn't be so mean as to make me believe he exists if he really doesn't is this argument really so much worse than the ontological proofs of the existence of god provided by anselm and descartes among others,0
116,darwin fish can be bought from join the darwinners tm send to receive your official evolving fish.. wherever you want to spread the good news darwinners sunset blvd. ste. l.a.ca the greatest theory ever told jenny,0
117,... my stuff deleted ... bill you seem to have erroneously assumed that this board has as its sole purpose the validation of atheism. it doesn't. this board is used to discuss atheism as a philosophy to share posters' experiences regarding atheism to debunk various theisms and theism as a whole to share resources relating to atheism and even to socialize with others with similar views. and of course with the number of theists who come here to preach it is also used to argue the case for atheism. if you want to accuse people of lying please do so directly. the phrase deliberately mistaken is rather oxymoronic. the two forms of theism most often discussed here these days are christianity and islam. both of these claim to make their followers into good people and claim that much of benefit to humanity has been accomplished through their faiths. imho they are right. the american friends service committee quaker catholic relief services bread for the world salvation army soup kitchens and mother theresa spring to mind. can someone with more knowledge of islam supply the names of some analagous islamic groups when mother theresa claims that her work is an outgrowth of her christianity i believe her. her form of theism ascribes to her deity such a benevolence toward humanity that it would be wrong not to care for those in need. the point is that such a philosophy does have the power to change the behavior of individuals if it is widespread enough it can change societies. the same works for the horrors of history. to claim that christianity had little to do with the crusades or the inquisition is to deny the awesome power that comes from faith in an absolute. what it seems you are doing twisting the reasonable statement that religion was never the solitary cause of any evil into the unreasonable statement that religion has had no evil impacts on history. that is absurd.,0
118,i know that must is a verb in some languages. i'm complaining about the assertion containing the word must.,0
119,i agree i had a hard feeling not believing my grandgrand mother who told me of elves dancing outside barns in the early mornings. i preferred not to accept it even if her statement provided the truth itself. life is hard. kent truly a brilliant rebuttal. apparently you are of the opinion that ridicule is a suitable substitute for reason you'll find plenty of company a.a,0
120,well you're going to have to practice but you're getting the hang of it. soon we're going to have to give you a new nickname. try these on for size tammy lucky seven healy tammy pass the falafel healy tammy r us healy tammy learning by doing healy maddi never a useful post hausmann maddi hausmann madhausnetcom.com centigram communications corp san jose california,0
121,bobbevice robert beauchainelpayayg pontificated i would guess that you either mean that you don't have a problem swearing aligance to a nonexistant being or that you are being deliberatily dense considering what group this is. it doesn't come quite naturally to nonbelievers such as myself or even to followers of other religions. would you say it would be quite natural if you were forced to swear by allah or budda,0
122,then you better pray for me too because i believe that the mighty invisibile pink unicorn does not exist. one being cannot be both pink and invisible. the demon or should that be daemon that keeps me from believing and saving my soul is named logic.,0
123,reply to tgkcs.toronto.edu todd kelley agreed. it is hard for me to understand but quite a few professional scientists and philosophers are theists. but also intolerance and superstition. i'm not sure that in the balance it is not detrimental. sure would,0
124,i don't have a stat but unfortunately i did read generally that both smoking and belief in the supernatural occultish garbage is on the rise here. this is very interesting. i thing the principle is sort of the same though all philosophical ideas are generally tried out and tested mostly during college years. whether the idea is christian or atheist doesn't always matter. but i'd like to say it's because atheists are more intelligent regards adam,0
125,why don't you cite the passages so that we can focus on some to discuss. then following jesus you can make fools of us and our logic. indeed if you can justifiably make this assertion you must be a genius in logic and making fools of us should be that much easier.,0
126,on one of the morning shows i think is was the today show david koresh's lawyer was interviewed. during that interview he flipped through some letters that david koresh wrote. on one of letters was written in hebrew near the bottom of the page koresh adonai,0
127,another one rescued from the bit bucket... over the years the furor over this book has been discussed on a.a. and elsewhere on the net. generally the discussion comes down to the contention on the one hand that tsv contains such blood libel against islam as to merit if not death than at least banning and probably some sort of punishment and on the other that rushdie particularly as a nonmuslim in a western country had every right to write and publish whatever he chose regardless of whether some muslims find it offensive without fear of persecution or death. i am naturally inclined to the latter position but find myself in an interesting position because i think this is a fine book only incidentally concerned with islam and moreover i'm damned if i can find anything malevolently offensive in it. over the years when i have made this point various primarily muslim posters have responded saying that yes indeed they have read the book and had called it such things as filth and lies i would rank rushdie's book with hitler's mein kempf or worse and so on. unfortunately these comments are usually generalities and attempts to follow up by requesting explanations for what specifically is so offensive have met either with stony silence more generalizations or inaccurate or outofcontext references to the book which lead me to believe that few of them have actually read it. corrections and attempts to discuss the text in context have been ignored. anyway since i seem to be the only one following this particular line of discussion i wonder how many of the rest of the readership have read this book what are your thoughts on it jim perry perrydsinc.com decision support inc. matthews nc these are my opinions. for a nominal fee they can be yours.,0
128,what absolutely not. no way. asimov was a lifelong atheist and said so many times right until his death. judging from the many stories he told about his own life he felt culturally closest to judaism which makes sense. he was born jewish.,0
129,not if you show that these hypothetical atheists are gullible excitable and easily led from some concrete cause. in that case we would also have to discuss if that concrete cause rather than atheism was the factor that caused their subsequent behaviour.,0
130,kevin makes a good point here and when that theists miss alltoooften. that is the belief in a diety is not necessarily coupled with agreementlove of that diety so really they have yet another bit of convincing to do just beyond belief. i guess the standard argumet goes something like well once you believe in god you know god is love and you will choose to love him if it wasnt so widely accepted and asserted it'd be laughable... best regards adam,0
131,this is your god from john carpenter's they live natch,0
132,. . . i am a relativist who would like to answer your question but the way you phrase the question makes it unanswerable. the concepts of right and wrong or correctincorrect or truefalse belong to the domain of epistemological rather than moral questions. it makes no sense to ask if a moral position is right or wrong although it is legitimate to ask if it is good or better than another position. let me illustrate this point by looking at the psychological derivatives of epistemology and ethics perception and motivation respectively. one can certainly ask if a percept is right correct true veridical or wrong incorrect false illusory. but it makes little sense to ask if a motive is true or false. on the other hand it is strange to ask whether a percept is morally good or evil but one can certainly ask that question about motives. therefore your suggested answers ac simply can't be considered they assume you can judge the correctness of a moral judgment. now the problem with d is that it is doublebarrelled i agree with the first part that the rightness of a moral position is a meaningless question for the reasons stated above. but that is irrelevant to the alleged implication not an implication at all that one cannot feel peace is better than war. i certainly can make value judgments bad better best without asserting the correctness of the position. sorry for the lengthy dismissal of ad. my short e answer is that when two individuals grotesquely disagree on a moral issue neither is right correct or wrong incorrect. they simply hold different moral values feelings.,0
133,as per various threads on science and creationism i've started dabbling into a book called christianity and the nature of science by jp moreland. a question that i had come from one of his comments. he stated that god is not necessarily a religious term but could be used as other scientific terms that give explanation for events or theories without being a proven scientific fact. i think i got his point i can quote the section if i'm being vague. the examples he gave were quarks and continental plates. are there explanations of science or parts of theories that are not measurable in and of themselves or can everything be quantified measured tested etc. mac michael a. cobb ...and i won't raise taxes on the middle university of illinois class to pay for my programs. champaignurbana bill clinton rd debate cobbalexia.lis.uiuc.edu,0
134,the willingness of true believers to die for their belief be it in jesus or jim jones is welldocumented so martyrdom in and of itself says little. it does say something about the depth of their belief. religion has both deluded believers and con men. the difference is often how far they will follow their beliefs. i have no first hand or even second hand knowledge of how the original apostles died. if they began a myth in hopes of exploiting it for profit and followed that myth to the death that would be inconsistent. real con men would bail out when it was obvious it would lead to discomfort pain and death.,0
135,anyone from alabama knows it should be is the bear catholic does a pope shit in the woods,0
136,bill i think you have a misunderstanding about atheism. lack of belief in god does not directly imply lack of understanding transcendental values. i hope you would accept the fact that for instance buddhists appreciate issues related to nonempirical reasoning without the need to automatically believe in theism. i think reading a couple of books related to buddhism might revise and fine tune your understanding of nonchristian systems. cheers kent,0
137,i saw a hour show on pbs the other day about the history of the jews. appearently the cursadesa religious war agianst the muslilams in 'the holy land' sparked the widespread persecution of muslilams and jews in europe. among the supporters of the persiecution were none other than martin luther and the vatican. later hitler would use luthers writings to justify his own treatment of the jews.,0
138,could an atheist accept a usage in which religious literature or tradition is viewed in a metaphorical way of course this is essentially what we do with homer or with other concepts such as fate luck free will ... however there remains the question of whether the religious literature of say christianity is a particularly good set of metaphors for the world today. it's also entirely unclear and to me quite unlikely that one could take a contemporary religion like that and divorce the metaphoric potential from the literalism and absolutism it carries now in many cases.,0
139,.... thanks jon. i had forgotten about the and invasions if i had ever learned of them. i mean i really forgot but i read the context as more recent such as when the sandinistas were expecting an imminent invasion from the u.s. which never happened. i stand corrected. thanks. i remembered this one. this one and bush's invasion were the two i mentioned above. good ol' teddy r. he knew how to get things done regards,0
140,yes. no look again. while you never said it the implication is pretty clear. i'm sorry but i can only respond to your words not your true meaning. usenet is a slippery medium. deleted wrt the burden of proof look i'm not supporting any dogmatic position. i'd be a fool to say that in the large group of people that are atheists no people exist who wish to proselytize in the same fashion as religion. how many hard atheists do you see posting here anyway maybe i'mm just not looking hard enough... i never meant to do so although i understand where you might get that idea. i was merely using the 'bible' example as an allegory to illustrate my point. evidence for what who i think i may have lost this thread... why theists are arrogant deleted guilty as charged. what i meant to say was the theists who are arrogant are this way because they say ... other than that i thought my meaning was clear enough. any position that claims itself as superior to another with no supporting evidence is arrogant. thanks for your apology btw. explained above.,0
141,i'm sure there are many people who work with neural networks and read this newsgroup. please tell kevin what you've achieved and what you expect. indeed. i think dualism is a nonsolution or as dennett recently put it a dead horse. petri,0
142,did that faq ever got modified to redefine strong atheists as not those who assert the nonexistence of god but as those who assert that they believe in the nonexistence of god there was a thread on this earlier but i didn't get the outcome... adam no nickname cooper,0
143,some people might think it takes faith to be an atheist... but faith in what does it take some kind of faith to say that the great invisible pink unicorn does not exist does it take some kind of faith to say that santa claus does not exist if it does and it may for some people i suppose it certainly isn't as big a leap of faith to say that these things and god do exist. i suppose it depends on your notion and definition of faith. besides... not believing in a god means one doesn't have to deal with all of the extra baggage that comes with it this leaves a person feeling wonderfully free especially after beaten over the head with it for years i agree that religion and belief is often an important psychological healer for many people and for that reason i think it's important. however trying to force a psychological fantasy i don't mean that in a bad way but that's what it really is on someone else who isn't interested is extremely rude. what if i still believed in santa claus and said that my belief in santa did wonderful things for my life making me a better person allowing me to live without guilt etc... and then tried to get you to believe in santa too just 'cuz he did so much for me you'd call the men in white coats as soon as you could get to a phone.,0
144,for example i would claim that the recent assassination of four catholic construction workers who had no connection with the ira was probably religously motivated. what would you call is when someone writes the killings in n.i are not religously motivated given that the avowed aim of the ira is to take northern ireland into a country that has a particular church written into its constitution and which has restriction on civil rights dictated by that church i fail to see why the word past is appropriate. you don't have to hand us a bunch of doubletalk about what i was seemingly attacking. i quoted what i was attacking.,0
145,yes each is a form of the other. charley an anarchist no just true words being spoken in jest.,0
146,deletion it has. there is a guy running around in switzerland who claims to have been conceived similarly. his mother says the same. his father is said to be a bit surprised. but anyway there have been a lot of messiahs and many have had a similar story about their birth. or their death. a list of messiahs could be quite interesting. i would wonder why an omnipotent god pulls such stunts instead of providing evidence for everyone to check. and the whole question is absurd. wouldn't you feel bad if you'd find out that stones are sentient and that you have stepped on them all your life and wouldn't you feel bad when you'd see the proof that jesus was just a plot of satan you've forgotten the pride factor. the argument is a fallacy. it is like thanks for reading this far on the end of a letter. most religions claim that they won't fizzle because they contain some eternal truth. so does christianity. since there are old religions it is no wonder to find old religions that have it that they would last.,0
147,a religion is a cult which if those in power belong to it. actually they're all bull shit.,0
148,i asked around in one of the areas you suggested yourself and presented the information i got. no mention of us landmines was given. okay so you are going to blindly believe in things without reasonable evidence i didn't realize you were a theist. i am doubting a claim presented without any evidence to support it. if you are able to present real evidence for it then great. but unsupported claims or even claims by such and such news agency will not be accepted. if you want to stick to the sheer impossible instead of the merely difficult then fine. the statement that if such a fact is classified then you can't prove it is a simple matter of pragmatics and the law. if you have access to classified information that you know to be classified and you reveal it there is a good chance that you or someone else the person who revealed it to you is going to jail. i never said that you couldn't prove it to my satisfaction i merely said that it was difficult. who said i try and make things easy for people i am arguing with unless of course they need the handicap.,0
149,damn. and i did so have my hopes up. bob beauchaine bobbevice.ico.tek.com they said that queens could stay they blew the bronx away and sank manhattan out at sea.,0
150,bullshit in the gulf massacre of all ordnance used was smart. the rest that's was just regular dumb ol' iron bombs and stuff. have you forgotten that the pentagon definition of a successful patriot launch was when the missile cleared the launching tube with no damage or that a successful interception of a scud was defined as the patriot and scud passed each other in the same area of the sky and of the that was the smart stuff hit. again try to follow me here that means of this smart arsenal missed.,0
151,but how do we know that you're representing the real christians bill you're an asshole. get lost. maddi i see that you still can't grasp the obvious is it because your are devious by nature or can you only find fault with an argument by misrepresenting it i plainly said that i was stating the christian position as i understand it i did not say whether i agree with it since my point was that the only flaws in that position are those atheists invent. i have never claimed to be an expert on anything and especially christianity but i have made it an object of pretty intense study over the years so i feel qualified to discuss what its general propositions are. what offends you is that i have exposed the distortions and misrepresentations of christianity you contrive and then rail against which seems more like the classical strawman dodge than what i said this leaves you with nothing but to attack but me. as usual you avoid the larger issues by picking away at the insignificant stuff why not find one particular thing in my post that we can discuss or can you even tell me what the issues are,0
152,this is the story of kent the archetype finn that lives in the bay area and tried to purchase thomas paine's age of reason. this man was driving around to staceys to books inc to well cleanlighted place to daltons to various other places. when he asked for this book the well educated american book store assistants in most placed asked him to check out the thriller section or then they said that his book has not been published yet but they should receive the book soon. in some places the assistants bluntly said that they don't know of such an author or that he is not a well known living author so they don't keep copies of his books. such is the life and times of america years after the revolution. cheers kent,0
153,you fall if it opens too. gravity it's not just a good idea it's the law.,0
154,reply to jimhcarson.u.washington.edu james hogan i take the view that they are here for our entertainment. when they are no longer entertaining into the kill file they go.,0
155,stuff about hard to find atheist books deleted,0
156,maddi no no no i've already been named by killfile keith. my nickname is maddi never a useful post hausmann and don't you dare forget it half. you really should quote ivan karamazov insteadon a.a as he was the atheist. maddi hausmann madhausnetcom.com centigram communications corp san jose california,0
157,gee since you ignored the entire substance of my substantial post you got a lot of nerve claiming that i don't understand what's being talked about. respond to the previous post or shut the fuck up. you're really annoying. maddi hausmann madhausnetcom.com centigram communications corp san jose california,0
158,i have never said that only humans are the only beings which are sufficiently sentient to have intentions. in fact i have explicitly said that i am perfectly happy to consider that some animals are capable of forming intentions. what i am objecting to is considering programmed or instinctive behaviour to have moral significance since it seems to me such behaviour does not involve intention. that's not the point. the point is whether the implementor thinks at all. the issue is not whether thinking produces opinion a or opinion b but whether thinking takes place period. since humans are part of nature are not all human actions natural. or perhaps you're going to throw in a definition of natural that will allow us to describe some actions as natural and some as not natural. if so what is the definition sure they do as multiple posters have show you. sharks for example eat wounded sharks. i've personally seen cats eat their newborn. are you in some kind of denial people give you example after example and you go off the air for a week and then pop up claiming that it never happened. it's very strange. see what i mean. here we go again. what do we have to do write up a tailormade faq just for mr schneider,0
159,in article cmw.qrdarkside.osrhe.uoknor.edu bilokcforum.osrhe.edu i'd say that what one chooses to observe and how the observation is interpreted and what significance it's given depends a great deal on the values of the observer. science is a human activity and as such is subject to the same potential for distortion as any other human activity. the myth that scientists are above moral influence or ethical concern that their knowledge can be abstacted whole and pure from nature untainted by the biases of the scientist is nonsense. bill this is wonderfully phrased. i assume you understand that your statement is also undermining such human constructs as religion as well. kent i'll accept this as a compliment although i'm always a little paranoid when visiting a.a thanks. yes i do know the extent of the statements relevence it's what i think of as human nature. i'm not sure it undermines either religion or atheism since both claim special knowledge about the truth and since such claims are always suspect all we can learn from it is that humans are a very arrogant species. my point is that we cannot ignore human nature when examining human claims. the trick here then is to find some way to abstract our infinitely fallible nature from whatever reality is out there so we can see what there is to see. i can think of no way this can be done.,0
160,for your information i checked the library of congress catalog and they list the following books by francis hitching earth magic the neck of the giraffe or where darwin went wrong pendulum the psi connection the world atlas of mysteries,0
161,reply to timmbakemcl.ucsb.edu bake timmons which newsgroup have you been reading the few antichristian posts are virtually all in response to some christian posting some you will all burn in hell kind of drivel. bake it is transparently obvious that you are a theist pretending to be an atheist. you probably think you are very clever but we see this all the time. but of course you have dismissed them because you are an atheist right in other words you didn't read the faq after all.,0
162,ultimately it rests with personal opinion...in my opinion. the question doesn't make sense to me. maybe it would be better to ask what makes a democracy better than for example a totalitarian regim,0
163,and in that area what you care about is whether someone is sceptical critical and autonomous on the one hand or gullible excitable and easily led on the other. indeed i may. and one may be an atheist and also be gullible excitable and easily led. i would say that a tendency to worship tyrants and ideologies indicates that a person is easily led. whether they have a worship or belief in a supernatural hero rather than an earthly one seems to me to be beside the point. sure. but whether or not they are atheists is what we are discussing not whether they are easily led. not if you show that these hypothetical atheists are gullible excitable and easily led from some concrete cause. in that case we would also have to discuss if that concrete cause rather than atheism was the factor that caused their subsequent behaviour. i'm not arguing that atheism causes such behaviour merely that it is not relevant to the definition of atheism which is 'lack of belief in gods'.,0
164,probably not the jesus freak's post is probably jsnpsuvm. penn state is just loaded to the hilt with bible bangers. i use to go there vomit and it was the reason i left. they even had a group try to stop playing rock music in the dining halls one year cuz they deemed it satanic. kampus krusade for khrist people run the damn place for the most part....except the liberal arts departments...they are the safe havens. wdb,0
165,from a parallel thread. much about definitions of bombs etc. deleted. ... mathew i agree. this it seems is the crux of your whole position isn't it that the us shouldn't have supported hussein and sold him arms to fight iran i agree. and i agree in ruthlessly hunting down those who did or do. but we did sell arms to hussein and it's a done deal. now he invades kuwait. so do we just sit back and say well we sold him all those arms i suppose he just wants to use them now. too bad for kuwait. no unfortunately sitting back and letting things be is not the way to correct a former mistake. destroying hussein's military potential as we did was the right move. but i agree with your statement reagan and bush made a grave error in judgment to sell arms to hussein. so it's really not the gulf war you abhor so much it was the u.s.'s and the west's shortsightedness in selling arms to hussein which ultimately made the war inevitable right if so then i agree. more deleted. regards,0
166,meng i have a better prayer dear god please save the world from the likes of these,0
167,no its not. its due to the fact that there are two issues here religion and religion. religion is personal belief system. religion is a memetic virus. people loudly proclaiming their beliefs are crossing the border from religion religion. people that want to save others are firmly entrenched in religion memoids. rule of not practicing religion is to shut the fuck up unless you discuss it politely. this means that the motive behind the conversation is not only your selfgratifying wish to spread the word. religion is something that ultimately comes from within a person and reflects their value judgements. religion is something that is contracted from others and does not reflect the persons value judgements other than perhaps i think i'll be brainwashed today. religion is a drug... i believe you can discuss religion. however the post that started this off was not intented as discussion it was more a proclamation of someones religion.,0
168,but if heshe did you would probably consider it rape. obviously there are many christians who have tried and do believe. so .. no one asks you to swallow everything in fact jesus warns against it. but let me ask you a question. do you beleive what you learn in history class or for that matter anything in school. i mean it's just what other people have told you and you don't want to swallow what others say. right ... the life death and resurection of christ is documented historical fact. as much as anything else you learn. how do you choose what to believe and what not to i could argue that george washington is a myth. he never lived because i don't have any proof except what i am told. however all the major events of the life of jesus christ were fortold hundreds of years before him. neat trick uh,0
169,that's fascinating. i take it that you're expressing skepticism at the idea that those ignorant savages could have influenced the constitution of the people who stole their continent. you could be right but it sounds plausible to me. is there any reason that you dismiss it outofhand here's some more recent scholarship has shown that in the mids indians were not only invited to participate in the deliberations of our founding fathers but that the great binding law of the iroquois confederacy arguably became the single most important model for the albany plan of union and later the articles of confederation and the constitution. that this would be absent from our school texts and from history and from media is not surprising given the devotion americans feel to our founding myth great men gathered to express a new vision that has withstood the test of time. if it were revealed that indians had a role in it imagine the blow to the american psyche. ... by when most of these men and others gathered to creat the albany plan of union the first try at confederation they invited fortytwo members of the iroquois grand council to serve as advisors on confederate structures. benjamin franklin freely acknowledged his interest in the iroquois achievement in a famous speech at albany congress it would be a strange thing...if six nations of ignorant savagessic should be capable of forming such a union and be able to execute it in such a manner that it has subsisted for ages and appears indissoluble and yet that a like union should be impractical for ten or a dozen english colonies. according to grinde franklin convened meetings of iroquois chiefs and congressional delegates in order to hammer out a plan that he acknowedged to be similar to the iroquois confederacy. grinde is professor donald grindejr. of the university of california at riverside whose book the iroquois and the founding fathers of the american nation addresses this issue.,0
170,i bought a copy of the satanic verses when there was talk of the british government banning it. there's nothing interests me in a book more than making it illegal. however it's still sitting on my shelf unread. perhaps i'll get round to it soon. i've still got a pile of lem bulgakov and zamyatin to go through i don't find nearly enough time to read. in fact there are far more interesting things to do than i can ever find time for how anyone ever manages to be bored is beyond me. if i didn't have to sleep maybe i could manage it. mathew,0
171,i looked back at this and asked some questions of various people and got the following information which i had claimed and you poohpoohed. the us has not sold iraq any arms. their navy is entirely made of fussr vessels. their airforce not including stuff captured from kuwait which i am not as sure about doesn't include any us equipment. their missiles are all nonus. their tanks are almost all soviet with about french tanks older ones. the only us stuff in the iraqi arsenal is a few ms. those were not sold to iraq. iraq captured them from other countries like kuwait. information is hard to prove. you are claiming that the us sold information prove it. now how did the us build up iraq again i just gave some fairly conclusive evidence that the us didn't sell arms to iraq. information is hard to prove almost certainly if the us did sell information then that fact is classified and you can't prove it. if you can provide some useful evidence that the us sold arms or valuable intelligence to iraq i am very interested but not if you just make claims based on what everyone knows.,0
172,i think that's an insightful comment. especially when at the same time we have people like bill projector conner complaining that we are posting parodies.,0
173,in apr..cnsvax.uwec.edu nyedacnsvax.uwec.edu david nye why how might makes right how can they force their morality on me why can't i do what i want who are they to decide what if i disagree good point but it is being immoral in our opinion. we don't let them choose we make the decision that their actions are wrong for them. for someone to lay claim to an alternative i admit to lean toward the idea of an innate moral sense but have little basis for it as of yet. how far can such a concept be extended and do you mean that we could say it would be wrong for us to do such a thing but not him. after all he was behaving morally in his own eyes and doing what he chose. on what basis do we condemn other societies besides here's the buzz words on the idea that there are some actions wrong for all humans in all societies holding that morality is subjective does not mean why not do we have to be objective suddenly mac michael a. cobb ...and i won't raise taxes on the middle university of illinois class to pay for my programs. champaignurbana bill clinton rd debate cobbalexia.lis.uiuc.edu,0
174,are you saying that their was a physical adam and eve and that all humans are direct decendents of only these two human beings. then who were cain and able's wives couldn't be their sisters because ae didn't have daughters. were they nonhumans okay all humans are direct descendents of of a bunch of hopeful monsters. the human race didn't evolve from one set parents but from thousands. do you really base your atheist on this considering that something like out of humans on this planet don't know instinctively that the christian god exist the claim of instinctive knowledge doesn't look like it hold much water. or are you saying that the billion nonchristians in the world must fight this instinctive urge to acknowledge god and jc. did i say that people were christians by nature or did i say that christians hold that everyone knows of the god the christians worship. i would have thought the distinction obvious sorry. read my post again and see what i really said from what you've written i think you are just being agumentative. also your wordwrap is screwed up or you need to shift to columns text ...,0
175,what would you accept as sources this very thing has been written in lots of books. you could start with erich fromm's the dogma of christ.,0
176,cool then we can discuss the increase in radio and tv use the increase in the use of fossil fuels the increase in air travel and consumption of processed bread and you can instruct us on which of them causes increased depression.,0
177,bill ever heard of secular humanism please check out what this stands for and then revise your statements above. cheers kent,0
178,to big for a .sig no way keith home of the billdboard .sig files ryan private note to jennifer fakult. this post may contain one or more of the following sarcasm cycnicism irony or humor. please be aware of this possibility and do not allow yourself to be confused andor thrown for a loop. if in doubt assume all of the above.,0
179,sounds as though you are confused between what i want and what i think is morally right.,0
180,it isn't. and i wasn't aware that this o'hair chick was a reader of a.a. so that doesn't support your assertion that the argument is the whole basis of a great many here rejecting....,0
181,you mean bobby mozumder is a myth we wondered about that. you mean bobby mozumder didn't really post here we wondered about that too. so mr conner. is bobby mozumder a myth a performing artist a real moslem. a crackpot a provocateur you know everything and read all minds why don't you tell us,0
182,much of the haightashbury crowd probably had preexisting dissatisfactions with their lives dissatisfactions ameliorated by mumbojumbo about 'new realities'. the only change i experienced after lsd was to gain the knowledge that i didn't enjoy how lsd twisted my perception. mark pundurs,0
183,existance. i just thought it necessary to help defend the point that jesus existed. guys jesus existed. if he didnt then you have to say that socrates didnt exist cuz he like jesus has nothing from his hands that have survived. only plato and others record his existance. many others record jesus' existance including the babylonian talmud. sorry guys the argument that jesus may not have existed is a dead point now. he did. whether he was god or whether there is a god is a completely different story however.,0
